user_id,status_id,screen_name,account.type,class_type
1110686081341632512,1213218516842582016,bot#23,bot,others
1110686081341632512,1224663930242420737,bot#23,bot,others
721352073925627907,1274888930450706432,human#7,human,human
979586167405363200,1212219180138655745,bot#11,bot,rnn
1110686081341632512,1226264474497081344,bot#23,bot,others
15088390,1052209948497608704,human#10,human,human
25073877,1251952315826921480,human#13,human,human
721352073925627907,1212599814686265349,human#7,human,human
1197916267975335939,1209854626511687680,bot#12,bot,rnn
1174980053668524033,1196378263079112705,bot#4,bot,gpt2
979586167405363200,1128386789293445120,bot#11,bot,rnn
262794965,720824365495889920,human#8,human,human
1112323801017008128,1136804015071621120,bot#22,bot,gpt2
1174980053668524033,1220264264709083137,bot#4,bot,gpt2
15088390,1110937647604625414,human#10,human,human
1197916267975335939,1207267831471124481,bot#12,bot,rnn
1148250906166726656,1179558936229187584,bot#2,bot,gpt2
25073877,1217224049614520320,human#13,human,human
3171109449,992481797354278918,human#17,human,human
15088390,1167462577938395137,human#10,human,human
1489591520,1193335177855959040,human#3,human,human
1110686081341632512,1201078522858463234,bot#23,bot,others
16298441,1170885729011916802,human#4,human,human
1110307772783124480,1200595333799010306,bot#1,bot,others
3171109449,1147346138950971393,human#17,human,human
705113652471439361,713489995110154240,bot#16,bot,rnn
979586167405363200,1143637277966385153,bot#11,bot,rnn
3171109449,1025262135385972737,human#17,human,human
1148250906166726656,1208069551105204224,bot#2,bot,gpt2
343587159,1226889286936489985,human#1,human,human
3171109449,968596894275592192,human#17,human,human
1197716977982177280,1199287803332513792,bot#17,bot,gpt2
979586167405363200,1199022221420662785,bot#11,bot,rnn
18839785,1147767794471018496,human#11,human,human
3171109449,1015080049140273152,human#17,human,human
979586167405363200,1123192564176150528,bot#11,bot,rnn
1197916267975335939,1203733007447863303,bot#12,bot,rnn
15088390,1067270566892122113,human#10,human,human
979586167405363200,1220010517994934272,bot#11,bot,rnn
15088390,1083566307193147393,human#10,human,human
1110307772783124480,1229692062783553537,bot#1,bot,others
14260960,1273057964123992064,human#9,human,human
1197916267975335939,1210934537871601664,bot#12,bot,rnn
1110686081341632512,1140227559684108288,bot#23,bot,others
721352073925627907,1211106130878857216,human#7,human,human
25073877,1206812317809143808,human#13,human,human
14260960,1276217895299751937,human#9,human,human
721352073925627907,1226314540129763328,human#7,human,human
15088390,1230513132256149504,human#10,human,human
3171109449,1087848538489454595,human#17,human,human
979586167405363200,1199988588487659521,bot#11,bot,rnn
1110407881030017024,1225645398296891394,bot#9,bot,others
15088390,1148626147644542976,human#10,human,human
18839785,1246040731711504384,human#11,human,human
18839785,1262940294305071104,human#11,human,human
18839785,1144041206474653696,human#11,human,human
18839785,1145543068424331264,human#11,human,human
721352073925627907,1219083569680617472,human#7,human,human
1489591520,938228168019787776,human#3,human,human
3171109449,1247275043295391744,human#17,human,human
25073877,1252912612821667840,human#13,human,human
343587159,1153728884837236736,human#1,human,human
1197916267975335939,1210095207670255616,bot#12,bot,rnn
1197916267975335939,1202424224809279488,bot#12,bot,rnn
343587159,1138319495166955521,human#1,human,human
15088390,1220763179187261440,human#10,human,human
979586167405363200,1142036732642070528,bot#11,bot,rnn
343587159,1222863376914640896,human#1,human,human
1174980053668524033,1219175396270317568,bot#4,bot,gpt2
15088390,1181595724082888704,human#10,human,human
1197716977982177280,1205911277970894848,bot#17,bot,gpt2
15088390,1227450122428190720,human#10,human,human
979586167405363200,1215873256802009088,bot#11,bot,rnn
1110307772783124480,1190312579438014464,bot#1,bot,others
1110407881030017024,1177447807289970689,bot#9,bot,others
1110407881030017024,1183155414948405249,bot#9,bot,others
1213988022728810496,1221055162699190273,bot#8,bot,gpt2
979586167405363200,1131406689431777280,bot#11,bot,rnn
901463089622781952,930374883262861312,bot#10,bot,others
721352073925627907,1230668038346870785,human#7,human,human
16298441,893983266000302080,human#4,human,human
1213988022728810496,1220149148852408320,bot#8,bot,gpt2
1174980053668524033,1186517034856779778,bot#4,bot,gpt2
15088390,1116363341365014528,human#10,human,human
1110307772783124480,1206091554462429186,bot#1,bot,others
18839785,1137406002947452929,human#11,human,human
1110307772783124480,1199900759568969728,bot#1,bot,others
18839785,1233661587271098368,human#11,human,human
1197916267975335939,1202425234357276672,bot#12,bot,rnn
979586167405363200,1178064121280913408,bot#11,bot,rnn
979586167405363200,1180902826995679237,bot#11,bot,rnn
343587159,1198759323637338113,human#1,human,human
15088390,1037355079693623296,human#10,human,human
979586167405363200,1197844461146923008,bot#11,bot,rnn
15088390,1030846082169765888,human#10,human,human
25073877,1196425928768929792,human#13,human,human
1171026136723271685,1184406129285222400,bot#14,bot,gpt2
25073877,1194428178514743301,human#13,human,human
1110686081341632512,1163692170060034049,bot#23,bot,others
1174980053668524033,1207634684563185664,bot#4,bot,gpt2
1110307772783124480,1198843794742898688,bot#1,bot,others
18839785,1128288891608297472,human#11,human,human
25073877,1205341246937600000,human#13,human,human
1110686081341632512,1127543982026682368,bot#23,bot,others
1110686081341632512,1171996895603875841,bot#23,bot,others
1213988022728810496,1223652233197375488,bot#8,bot,gpt2
1110686081341632512,1209292644599259138,bot#23,bot,others
1174980053668524033,1209503498796011528,bot#4,bot,gpt2
16298441,969714894294732806,human#4,human,human
15088390,1157571826299625472,human#10,human,human
3171109449,1160633575647133700,human#17,human,human
979586167405363200,1125789676197912576,bot#11,bot,rnn
16298441,996102877893550080,human#4,human,human
15088390,1034453802412212224,human#10,human,human
343587159,1138366858401202176,human#1,human,human
15100219,1228703807229616130,human#6,human,human
18839785,1115808096826417158,human#11,human,human
3171109449,1048334017530093568,human#17,human,human
3171109449,1013054873141641217,human#17,human,human
25073877,1221449400834252800,human#13,human,human
18839785,1173973499863371784,human#11,human,human
16298441,1201941684398903296,human#4,human,human
1197916267975335939,1202428233934872578,bot#12,bot,rnn
979586167405363200,1181597402970484737,bot#11,bot,rnn
1197916267975335939,1208627363728244737,bot#12,bot,rnn
3171109449,1014623825089179651,human#17,human,human
979586167405363200,1144845237170216961,bot#11,bot,rnn
979586167405363200,1145026432508186624,bot#11,bot,rnn
3171109449,1128792947779149829,human#17,human,human
1197916267975335939,1210988252603338752,bot#12,bot,rnn
1174980053668524033,1192869392498823168,bot#4,bot,gpt2
721352073925627907,1275495834201833472,human#7,human,human
16298441,1096195443829092352,human#4,human,human
1110307772783124480,1220662564108951552,bot#1,bot,others
3171109449,1203168182976032769,human#17,human,human
1110307772783124480,1189708597963280384,bot#1,bot,others
1174980053668524033,1186218316731486208,bot#4,bot,gpt2
25073877,1213593974679769093,human#13,human,human
1197916267975335939,1212607623687819264,bot#12,bot,rnn
979586167405363200,1198961823166300160,bot#11,bot,rnn
1197916267975335939,1203312736874176513,bot#12,bot,rnn
262794965,895330288481349634,human#8,human,human
18839785,1115607255506804738,human#11,human,human
3171109449,1225150157135794179,human#17,human,human
18839785,1255892466441441280,human#11,human,human
1110686081341632512,1182626934984859648,bot#23,bot,others
901463089622781952,936444889113403392,bot#10,bot,others
1110686081341632512,1211738771634307072,bot#23,bot,others
1110686081341632512,1218261743404634112,bot#23,bot,others
15088390,1167826571211591680,human#10,human,human
1217299118776676352,1229653090246119424,bot#3,bot,gpt2
1110686081341632512,1142160291343421440,bot#23,bot,others
15088390,1018966129312612352,human#10,human,human
979586167405363200,1149073095195410433,bot#11,bot,rnn
18839785,1240994143607738369,human#11,human,human
705113652471439361,715316094156816385,bot#16,bot,rnn
1197916267975335939,1204796677657448453,bot#12,bot,rnn
979586167405363200,1173292682417856512,bot#11,bot,rnn
1174980053668524033,1204805039409098752,bot#4,bot,gpt2
18839785,1187625046522519553,human#11,human,human
15088390,1159717959683756032,human#10,human,human
1174980053668524033,1209137839255871489,bot#4,bot,gpt2
1110686081341632512,1191052455699599362,bot#23,bot,others
1110686081341632512,1226204085616963585,bot#23,bot,others
1148250906166726656,1163231601209118720,bot#2,bot,gpt2
15100219,1229925437578653696,human#6,human,human
25073877,1224064206535843843,human#13,human,human
979586167405363200,1175376412515028992,bot#11,bot,rnn
1174980053668524033,1178045715454382080,bot#4,bot,gpt2
1110686081341632512,1206484141857857538,bot#23,bot,others
18839785,1109827657129033729,human#11,human,human
56276182,1239283479046545409,human#12,human,human
262794965,979537882921619457,human#8,human,human
15088390,1145348925831839744,human#10,human,human
15088390,1198660734424477696,human#10,human,human
15100219,1224551402749468674,human#6,human,human
3171109449,1273464209066659841,human#17,human,human
1174980053668524033,1179648023250341888,bot#4,bot,gpt2
1110407881030017024,1206876722391420928,bot#9,bot,others
1197916267975335939,1205418179809415173,bot#12,bot,rnn
343587159,1179970724829827072,human#1,human,human
1174980053668524033,1193112997507534848,bot#4,bot,gpt2
1217299118776676352,1222276694003847170,bot#3,bot,gpt2
56276182,1161012507818860545,human#12,human,human
16298441,849641698489716736,human#4,human,human
1174980053668524033,1185085351271886849,bot#4,bot,gpt2
15088390,1207528131591983104,human#10,human,human
25073877,1215332241523585024,human#13,human,human
979586167405363200,1135453353771556866,bot#11,bot,rnn
1197716977982177280,1199035929182326784,bot#17,bot,gpt2
343587159,1137212091419389957,human#1,human,human
979586167405363200,1130712112345436160,bot#11,bot,rnn
979586167405363200,1159431348441903104,bot#11,bot,rnn
3171109449,1167285462400155649,human#17,human,human
18839785,1111558632968056832,human#11,human,human
3171109449,1207050612262748162,human#17,human,human
1110686081341632512,1206574735930187777,bot#23,bot,others
3171109449,1216785435235618818,human#17,human,human
3171109449,1013464630549778434,human#17,human,human
25073877,1220686650864390145,human#13,human,human
875690868891635712,880088585294295040,bot#20,bot,rnn
3171109449,989892367011471360,human#17,human,human
16298441,957630103793602561,human#4,human,human
25073877,1201507027891212288,human#13,human,human
18839785,1209814634229829632,human#11,human,human
1213988022728810496,1214042237681750017,bot#8,bot,gpt2
1197916267975335939,1209783789838360578,bot#12,bot,rnn
1174980053668524033,1184845269445177344,bot#4,bot,gpt2
1110407881030017024,1230416838728671234,bot#9,bot,others
1112323801017008128,1126996469481795584,bot#22,bot,gpt2
901463089622781952,1031772601457160192,bot#10,bot,others
1110686081341632512,1175258383751888896,bot#23,bot,others
15088390,1204454707021828097,human#10,human,human
721352073925627907,1223135251846680576,human#7,human,human
18839785,1215827698959802369,human#11,human,human
721352073925627907,1214376751930826752,human#7,human,human
15088390,1230732001012932609,human#10,human,human
721352073925627907,1270164586608680963,human#7,human,human
721352073925627907,1237790443007590401,human#7,human,human
1197916267975335939,1205753888692944896,bot#12,bot,rnn
15088390,1055504948287352832,human#10,human,human
1197916267975335939,1206711638302310403,bot#12,bot,rnn
262794965,959863622146039808,human#8,human,human
979586167405363200,1226593897628880896,bot#11,bot,rnn
1181506547219718144,1181639569730461697,bot#15,bot,gpt2
18839785,1137359075027562497,human#11,human,human
14260960,1159903780319744003,human#9,human,human
16298441,757911848154869762,human#4,human,human
979586167405363200,1207024952920002560,bot#11,bot,rnn
15088390,1076010038488031232,human#10,human,human
3171109449,1216778731479584771,human#17,human,human
1110407881030017024,1200308442147110912,bot#9,bot,others
901463089622781952,949792852501921793,bot#10,bot,others
343587159,1152066589409206285,human#1,human,human
901463089622781952,1185208356782264322,bot#10,bot,others
16298441,901610289027850240,human#4,human,human
1110407881030017024,1194495130020937728,bot#9,bot,others
979586167405363200,1159159558427668480,bot#11,bot,rnn
1174980053668524033,1187285347727622144,bot#4,bot,gpt2
56276182,999501627068366849,human#12,human,human
1197916267975335939,1202447077743022082,bot#12,bot,rnn
1174980053668524033,1202840091757953026,bot#4,bot,gpt2
15088390,1008603136053788673,human#10,human,human
979586167405363200,1130470520682450946,bot#11,bot,rnn
18839785,1240678191116595202,human#11,human,human
25073877,1204839933430644736,human#13,human,human
15088390,1017068857926619137,human#10,human,human
3171109449,1227443514268692482,human#17,human,human
1197916267975335939,1197971893636096000,bot#12,bot,rnn
1110407881030017024,1196941247199399936,bot#9,bot,others
343587159,1140196738478641152,human#1,human,human
721352073925627907,1222957780039946241,human#7,human,human
979586167405363200,1156502046167588864,bot#11,bot,rnn
1197916267975335939,1207771228657930240,bot#12,bot,rnn
1110686081341632512,1230250744592228352,bot#23,bot,others
18839785,1137267374975885312,human#11,human,human
705113652471439361,715029883164958721,bot#16,bot,rnn
1110686081341632512,1175832166011265024,bot#23,bot,others
979586167405363200,1161062092251680768,bot#11,bot,rnn
56276182,1050758488014565378,human#12,human,human
1110686081341632512,1212403142656065537,bot#23,bot,others
1197916267975335939,1208771432953655296,bot#12,bot,rnn
25073877,1204374382715506690,human#13,human,human
25073877,1228808910213132290,human#13,human,human
15088390,1094644529972490240,human#10,human,human
1197716977982177280,1198816420672557058,bot#17,bot,gpt2
1174980053668524033,1195052527495958528,bot#4,bot,gpt2
721352073925627907,1215478451030781953,human#7,human,human
1171026136723271685,1216471238853505024,bot#14,bot,gpt2
15088390,1219288840067661824,human#10,human,human
18839785,1234746833831780353,human#11,human,human
343587159,1196545467888390144,human#1,human,human
1197916267975335939,1202461019894878208,bot#12,bot,rnn
1110407881030017024,1172193183440093184,bot#9,bot,others
721352073925627907,1212385115046760448,human#7,human,human
16298441,743786479231598592,human#4,human,human
1174980053668524033,1219001739573190657,bot#4,bot,gpt2
1181506547219718144,1181527165013123072,bot#15,bot,gpt2
15100219,1228729099981598723,human#6,human,human
1110407881030017024,1229465570422116352,bot#9,bot,others
14260960,1152008088695779329,human#9,human,human
721352073925627907,1211739355443687424,human#7,human,human
343587159,1194120204428595201,human#1,human,human
15088390,1116759390516723712,human#10,human,human
1171026136723271685,1219590466783600646,bot#14,bot,gpt2
25073877,1203030941108711424,human#13,human,human
295218901,1215069931202416640,human#16,human,human
25073877,1205470941393936384,human#13,human,human
979586167405363200,1175406611331874816,bot#11,bot,rnn
1174980053668524033,1213313710929928192,bot#4,bot,gpt2
1110407881030017024,1197801925695037440,bot#9,bot,others
15088390,1075428247989452800,human#10,human,human
1489591520,915583717577338880,human#3,human,human
16298441,1250218738214813696,human#4,human,human
1197916267975335939,1205691864772468741,bot#12,bot,rnn
1110307772783124480,1197379146973732866,bot#1,bot,others
1110307772783124480,1190931659123638272,bot#1,bot,others
721352073925627907,1217978062849003520,human#7,human,human
295218901,1085803429996294147,human#16,human,human
15088390,1006758658548494341,human#10,human,human
831224281682034689,833322498762670080,bot#6,bot,rnn
1110686081341632512,1190901460113866757,bot#23,bot,others
15088390,1126286738136027136,human#10,human,human
1110407881030017024,1226883552823959552,bot#9,bot,others
721352073925627907,1209515613002952705,human#7,human,human
1110307772783124480,1230265840236285952,bot#1,bot,others
1110686081341632512,1194313938340478977,bot#23,bot,others
1171026136723271685,1225509469091762182,bot#14,bot,gpt2
44196397,1213884998681448449,human#5,human,human
15088390,1020534752950956033,human#10,human,human
1213988022728810496,1214894523580592131,bot#8,bot,gpt2
16298441,976575325781012485,human#4,human,human
1197716977982177280,1200833292662124544,bot#17,bot,gpt2
1223193948409212928,1223252712223100928,bot#18,bot,gpt2
343587159,1178757184018096132,human#1,human,human
721352073925627907,1213138680438644737,human#7,human,human
979586167405363200,1154992097897791488,bot#11,bot,rnn
16298441,1048620715404976128,human#4,human,human
1110686081341632512,1151189791045586944,bot#23,bot,others
15088390,1043154266628583424,human#10,human,human
25073877,1222976037165961216,human#13,human,human
721352073925627907,1208033431319277573,human#7,human,human
15088390,1145128562082508800,human#10,human,human
1110407881030017024,1180301612566208512,bot#9,bot,others
1197916267975335939,1205520993336336385,bot#12,bot,rnn
1110307772783124480,1216812191518642176,bot#1,bot,others
15088390,1022495840428933122,human#10,human,human
1110407881030017024,1209549336905801728,bot#9,bot,others
979586167405363200,1197331079167758336,bot#11,bot,rnn
1197916267975335939,1210738096926445569,bot#12,bot,rnn
15088390,1188497165926068230,human#10,human,human
1174980053668524033,1183596037824569345,bot#4,bot,gpt2
721352073925627907,1218319277494681600,human#7,human,human
18839785,1119068372388450304,human#11,human,human
14260960,1197296391003000832,human#9,human,human
1110307772783124480,1208431975435919361,bot#1,bot,others
721352073925627907,1226251454584737793,human#7,human,human
705113652471439361,831383972328378368,bot#16,bot,rnn
3171109449,1200533572358201344,human#17,human,human
16298441,852884268909027332,human#4,human,human
721352073925627907,1225869823671799810,human#7,human,human
25073877,1222487526780346370,human#13,human,human
16298441,747110564837597184,human#4,human,human
1033142532136415232,1229886039021498368,human#2,human,human
16298441,1178732283068637184,human#4,human,human
18839785,1188917448386469889,human#11,human,human
721352073925627907,1218627776183324672,human#7,human,human
1197916267975335939,1210643446198870017,bot#12,bot,rnn
15088390,1159870776402743299,human#10,human,human
979586167405363200,1169970795143032832,bot#11,bot,rnn
16298441,955268667595546624,human#4,human,human
1174980053668524033,1217569787586523137,bot#4,bot,gpt2
16298441,984486299519332354,human#4,human,human
901463089622781952,937985038351712257,bot#10,bot,others
15088390,1053721365306531840,human#10,human,human
18839785,1159498510137356289,human#11,human,human
343587159,1153730200099672064,human#1,human,human
3171109449,1204848441253335040,human#17,human,human
1148250906166726656,1213505371752538113,bot#2,bot,gpt2
1174980053668524033,1190816615920631809,bot#4,bot,gpt2
15088390,1027205477086584832,human#10,human,human
1197716977982177280,1199226618134302721,bot#17,bot,gpt2
1174980053668524033,1226701828995371008,bot#4,bot,gpt2
721352073925627907,1225983492695027712,human#7,human,human
1110407881030017024,1228619995057278976,bot#9,bot,others
15088390,1222248319461675008,human#10,human,human
1110686081341632512,1142492476877312000,bot#23,bot,others
18839785,1136280620219322368,human#11,human,human
1110686081341632512,1157139000571748353,bot#23,bot,others
16298441,879107765855244294,human#4,human,human
1174980053668524033,1225493266990325760,bot#4,bot,gpt2
979586167405363200,1134728578606686209,bot#11,bot,rnn
1110307772783124480,1203524637797171204,bot#1,bot,others
1110686081341632512,1175469774127546369,bot#23,bot,others
831224281682034689,834196759106686977,bot#6,bot,rnn
15088390,1146287261086027776,human#10,human,human
1218019760669020160,1224241109745926144,bot#13,bot,gpt2
721352073925627907,1226008376888324096,human#7,human,human
343587159,1226756243659743233,human#1,human,human
1197916267975335939,1210957142758477829,bot#12,bot,rnn
295218901,1179266242319933442,human#16,human,human
1148250906166726656,1159862904335691776,bot#2,bot,gpt2
1174980053668524033,1188792529006800896,bot#4,bot,gpt2
1174980053668524033,1224477710841536513,bot#4,bot,gpt2
1197916267975335939,1203182691304312832,bot#12,bot,rnn
15088390,1137541012459466757,human#10,human,human
1197916267975335939,1206625373963849730,bot#12,bot,rnn
16298441,1127068524411645953,human#4,human,human
16298441,945610724973449216,human#4,human,human
979586167405363200,1120625651596152832,bot#11,bot,rnn
1110307772783124480,1201093618452201473,bot#1,bot,others
1110407881030017024,1204838293537349632,bot#9,bot,others
15088390,1122569682601439232,human#10,human,human
15088390,1214961406216302593,human#10,human,human
16298441,829769156434259969,human#4,human,human
25073877,1252417320347033614,human#13,human,human
15100219,1220866991604600834,human#6,human,human
979586167405363200,1130500719230849027,bot#11,bot,rnn
1110686081341632512,1212523938871304192,bot#23,bot,others
1110686081341632512,1157984565366906880,bot#23,bot,others
3171109449,1037109212214714369,human#17,human,human
15088390,1019226435049779200,human#10,human,human
1110307772783124480,1188213747774447616,bot#1,bot,others
901463089622781952,1138212819914985473,bot#10,bot,others
1110686081341632512,1190629670594596864,bot#23,bot,others
721352073925627907,1209925148435865600,human#7,human,human
1033142532136415232,1167548743949987841,human#2,human,human
3171109449,1161738812575354881,human#17,human,human
1174980053668524033,1214885986217451523,bot#4,bot,gpt2
1197916267975335939,1202848845845221376,bot#12,bot,rnn
16298441,1141735072455778305,human#4,human,human
875690868891635712,877170113740460032,bot#20,bot,rnn
16298441,1209223492320681989,human#4,human,human
901463089622781952,949732454306267136,bot#10,bot,others
1213988022728810496,1224980988280942592,bot#8,bot,gpt2
14260960,1162484708661440512,human#9,human,human
721352073925627907,1224133897828499456,human#7,human,human
